Entry	Entry name	Status	Protein names	Gene names	Organism	Length
A0A171J443	A0A171J443_LACRH	unreviewed	Hydroxyethylthiazole kinase	thiM_1 BN934_00457	Lactobacillus rhamnosus	117
A0A171J4E9	A0A171J4E9_LACRH	unreviewed	Ribosome-binding ATPase YchF	ychF BN934_00564	Lactobacillus rhamnosus	368
A0A171J869	A0A171J869_LACRH	unreviewed	Uncharacterized protein	BN934_01899	Lactobacillus rhamnosus	83
A0A171J3I9	A0A171J3I9_LACRH	unreviewed	Cell surface protein	BN934_00252	Lactobacillus rhamnosus	340
A0A171J417	A0A171J417_LACRH	unreviewed	Uncharacterized protein	BN934_00431	Lactobacillus rhamnosus	186
A0A171J6Q5	A0A171J6Q5_LACRH	unreviewed	ABC transporter ATP-binding protein	stpA BN934_01378	Lactobacillus rhamnosus	291
A0A171J935	A0A171J935_LACRH	unreviewed	Uncharacterized protein	BN934_02217	Lactobacillus rhamnosus	714
A0A171JAB7	A0A171JAB7_LACRH	unreviewed	Multidrug ABC transporter permease	BN934_02653	Lactobacillus rhamnosus	246
A0A171J3E3	A0A171J3E3_LACRH	unreviewed	DNA-entry nuclease	endA BN934_00206	Lactobacillus rhamnosus	273
A0A171J768	A0A171J768_LACRH	unreviewed	Esterase	BN934_01542	Lactobacillus rhamnosus	333
A0A171J7H0	A0A171J7H0_LACRH	unreviewed	Glycogen/starch/alpha-glucan phosphorylase	glgP BN934_01644	Lactobacillus rhamnosus	803
A0A171J8V2	A0A171J8V2_LACRH	unreviewed	Asparagine--tRNA ligase (EC 6.1.1.22) (Asparaginyl-tRNA synthetase)	asnC asnS BN934_02134	Lactobacillus rhamnosus	432
A0A171J4R6	A0A171J4R6_LACRH	unreviewed	Signal protein	BN934_00681	Lactobacillus rhamnosus	668
A0A171J9C4	A0A171J9C4_LACRH	unreviewed	Membrane protein	BN934_02306	Lactobacillus rhamnosus	150
A0A171JA46	A0A171JA46_LACRH	unreviewed	DegV family protein	degV_2 BN934_02581	Lactobacillus rhamnosus	290
A0A171J4S1	A0A171J4S1_LACRH	unreviewed	Transposase IS4 family protein	is50 BN934_00686	Lactobacillus rhamnosus	208
A0A171J840	A0A171J840_LACRH	unreviewed	Two component sensor transduction histidine kinase	graS_1 BN934_01869	Lactobacillus rhamnosus	374
A0A171J8Q2	A0A171J8Q2_LACRH	unreviewed	Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-)	prmA BN934_02084	Lactobacillus rhamnosus	314
A0A171J5B6	A0A171J5B6_LACRH	unreviewed	Peptidoglycan-binding protein	ybfG_2 BN934_00882	Lactobacillus rhamnosus	701
A0A171J5P9	A0A171J5P9_LACRH	unreviewed	Arabinose operon transcriptional regulator	araR BN934_01015	Lactobacillus rhamnosus	358
A0A171J7Y0	A0A171J7Y0_LACRH	unreviewed	Extracellular matrix binding protein	BN934_01808	Lactobacillus rhamnosus	2195
A0A171J9X1	A0A171J9X1_LACRH	unreviewed	Uncharacterized protein	BN934_02505	Lactobacillus rhamnosus	40
A0A171J5X8	A0A171J5X8_LACRH	unreviewed	ABC-type proline/glycine betaine transport system, permease and substrate binding protein	BN934_01095	Lactobacillus rhamnosus	510
A0A171J8X8	A0A171J8X8_LACRH	unreviewed	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)	fhs BN934_02160	Lactobacillus rhamnosus	557
A0A171J4G9	A0A171J4G9_LACRH	unreviewed	2-hydroxyacid dehydrogenase	serA_2 BN934_00584	Lactobacillus rhamnosus	320
A0A171J8Q0	A0A171J8Q0_LACRH	unreviewed	Putative 3-methyladenine DNA glycosylase (EC 3.2.2.-)	mpg BN934_02082	Lactobacillus rhamnosus	201
A0A171J861	A0A171J861_LACRH	unreviewed	ABC transporter ATP-binding protein	ecsA_2 BN934_01891	Lactobacillus rhamnosus	204
A0A171J614	A0A171J614_LACRH	unreviewed	Ribonuclease M5 (EC 3.1.26.8) (RNase M5) (Ribosomal RNA terminal maturase M5)	rnmV BN934_01131	Lactobacillus rhamnosus	189
A0A171J4T8	A0A171J4T8_LACRH	unreviewed	ABC-2 family transporter protein	BN934_00703	Lactobacillus rhamnosus	304
A0A171J7T6	A0A171J7T6_LACRH	unreviewed	Citrate lyase, alpha subunit	BN934_01761	Lactobacillus rhamnosus	510
A0A171J6E5	A0A171J6E5_LACRH	unreviewed	Putative fluoride ion transporter CrcB	crcB BN934_01268	Lactobacillus rhamnosus	116
A0A171J801	A0A171J801_LACRH	unreviewed	Uncharacterized protein	BN934_01830	Lactobacillus rhamnosus	99
A0A171J3L5	A0A171J3L5_LACRH	unreviewed	Aldo/keto reductase family oxidoreductase	ycgG BN934_00279	Lactobacillus rhamnosus	288
A0A171J7W3	A0A171J7W3_LACRH	unreviewed	Internalin-I	BN934_01788	Lactobacillus rhamnosus	162
A0A171J7Z2	A0A171J7Z2_LACRH	unreviewed	Ribose/xylose/arabinose/galactoside ABC-type transporter permease	BN934_01820	Lactobacillus rhamnosus	299
A0A171J9U1	A0A171J9U1_LACRH	unreviewed	Phage-related holin	BN934_02475	Lactobacillus rhamnosus	148
A0A171J5X4	A0A171J5X4_LACRH	unreviewed	Transport permease protein	nodJ BN934_01091	Lactobacillus rhamnosus	254
A0A171J553	A0A171J553_LACRH	unreviewed	Uncharacterized protein	BN934_00818	Lactobacillus rhamnosus	41
A0A171J9U7	A0A171J9U7_LACRH	unreviewed	Phage tail tape measure protein	ps138 BN934_02481	Lactobacillus rhamnosus	992
A0A171J310	A0A171J310_LACRH	unreviewed	Endonuclease MutS2 (EC 3.1.-.-)	mutS2 BN934_00070	Lactobacillus rhamnosus	786
A0A171JAW1	A0A171JAW1_LACRH	unreviewed	Phage-related integrase	BN934_02850	Lactobacillus rhamnosus	375
A0A171JAD4	A0A171JAD4_LACRH	unreviewed	Na ABC transporter ATPase component	natA_3 BN934_02670	Lactobacillus rhamnosus	298
A0A171J5V2	A0A171J5V2_LACRH	unreviewed	Uncharacterized protein	BN934_01068	Lactobacillus rhamnosus	157
A0A171J680	A0A171J680_LACRH	unreviewed	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC BN934_01203	Lactobacillus rhamnosus	1220
A0A171J8J7	A0A171J8J7_LACRH	unreviewed	ABC transporter multidrug/protein/lipid transporter ATP-binding and permease	mdlB BN934_02028	Lactobacillus rhamnosus	600
A0A171J798	A0A171J798_LACRH	unreviewed	Sucrose-6-phosphate hydrolase	scrB BN934_01572	Lactobacillus rhamnosus	492
A0A171J8U7	A0A171J8U7_LACRH	unreviewed	ATP-dependent helicase/deoxyribonuclease subunit B (EC 3.1.-.-) (EC 3.6.4.12) (ATP-dependent helicase/nuclease RexB)	rexB BN934_02129	Lactobacillus rhamnosus	1179
A0A171J9X7	A0A171J9X7_LACRH	unreviewed	Phage-related replication protein	BN934_02511	Lactobacillus rhamnosus	282
A0A171J543	A0A171J543_LACRH	unreviewed	ABC transporter ATPase/permease	BN934_00808	Lactobacillus rhamnosus	539
A0A171J3I7	A0A171J3I7_LACRH	unreviewed	Extracellular protein	BN934_00250	Lactobacillus rhamnosus	691
A0A171JAS3	A0A171JAS3_LACRH	unreviewed	Uncharacterized protein	BN934_02812	Lactobacillus rhamnosus	48
A0A171J7R4	A0A171J7R4_LACRH	unreviewed	MutT/nudix family phosphohydrolase	BN934_01739	Lactobacillus rhamnosus	67
A0A171J4Z4	A0A171J4Z4_LACRH	unreviewed	Uncharacterized protein	BN934_00759	Lactobacillus rhamnosus	157
A0A171J9B2	A0A171J9B2_LACRH	unreviewed	Cell division protein FtsW	ftsW BN934_02294	Lactobacillus rhamnosus	389
A0A171J4G7	A0A171J4G7_LACRH	unreviewed	Transglycosylase	BN934_00582	Lactobacillus rhamnosus	84
A0A171J319	A0A171J319_LACRH	unreviewed	Uncharacterized protein	BN934_00079	Lactobacillus rhamnosus	311
A0A171J3S8	A0A171J3S8_LACRH	unreviewed	BglG family transcription antiterminator/PtS system, subunit IIAB	pts_4 BN934_00342	Lactobacillus rhamnosus	727
A0A171J9U3	A0A171J9U3_LACRH	unreviewed	Lj928 prophage protein	BN934_02477	Lactobacillus rhamnosus	132
A0A171J7M9	A0A171J7M9_LACRH	unreviewed	Transposase IS5 family protein	is48 BN934_01703	Lactobacillus rhamnosus	154
A0A171J9S3	A0A171J9S3_LACRH	unreviewed	Uncharacterized protein	BN934_02455	Lactobacillus rhamnosus	58
A0A171J4M9	A0A171J4M9_LACRH	unreviewed	PTS system cellobiose-specific transporter subunit IIA	celA_1 BN934_00644	Lactobacillus rhamnosus	107
A0A171J5Z2	A0A171J5Z2_LACRH	unreviewed	Extracellular protein	BN934_01109	Lactobacillus rhamnosus	327
A0A171JAK3	A0A171JAK3_LACRH	unreviewed	MutT/nudix family phosphohydrolase	BN934_02740	Lactobacillus rhamnosus	71
A0A171J7R2	A0A171J7R2_LACRH	unreviewed	XRE family transcriptional regulator	BN934_01737	Lactobacillus rhamnosus	343
A0A171JAW7	A0A171JAW7_LACRH	unreviewed	Uncharacterized protein	BN934_02859	Lactobacillus rhamnosus	63
A0A171J6H8	A0A171J6H8_LACRH	unreviewed	Bacteriocin-type signal sequence beta subunit-containing protein	BN934_01301	Lactobacillus rhamnosus	61
A0A171J7M2	A0A171J7M2_LACRH	unreviewed	Acyl-CoA hydrolase	ykhA BN934_01696	Lactobacillus rhamnosus	158
A0A171J7K6	A0A171J7K6_LACRH	unreviewed	Xylanase/chitin deacetylase	BN934_01680	Lactobacillus rhamnosus	321
A0A171J930	A0A171J930_LACRH	unreviewed	DNA topoisomerase 1 (EC 5.99.1.2) (DNA topoisomerase I)	topA BN934_02212	Lactobacillus rhamnosus	694
A0A171J9X3	A0A171J9X3_LACRH	unreviewed	Uncharacterized protein	BN934_02507	Lactobacillus rhamnosus	84
A0A171J3S1	A0A171J3S1_LACRH	unreviewed	TetR family transcriptional regulator	BN934_00335	Lactobacillus rhamnosus	167
A0A171J9A9	A0A171J9A9_LACRH	unreviewed	Methyltransferase	rsmD BN934_02291	Lactobacillus rhamnosus	191
A0A171J7B4	A0A171J7B4_LACRH	unreviewed	Ribokinase family protein	BN934_01588	Lactobacillus rhamnosus	270
A0A171J378	A0A171J378_LACRH	unreviewed	Surface protein	lspD BN934_00140	Lactobacillus rhamnosus	955
A0A171J6U0	A0A171J6U0_LACRH	unreviewed	Uncharacterized protein	BN934_01413	Lactobacillus rhamnosus	273
A0A171J7M8	A0A171J7M8_LACRH	unreviewed	Putative P-loop ATPase	BN934_01702	Lactobacillus rhamnosus	618
A0A171J9T9	A0A171J9T9_LACRH	unreviewed	Uncharacterized protein	BN934_02473	Lactobacillus rhamnosus	43
A0A171J3N4	A0A171J3N4_LACRH	unreviewed	DNA-3-methyladenine glycosylase I	tag_1 BN934_00298	Lactobacillus rhamnosus	191
A0A171J7A9	A0A171J7A9_LACRH	unreviewed	Uncharacterized protein	BN934_01583	Lactobacillus rhamnosus	158
A0A171J3F0	A0A171J3F0_LACRH	unreviewed	Carbonic anhydrase	cah BN934_00213	Lactobacillus rhamnosus	213
A0A171J6N9	A0A171J6N9_LACRH	unreviewed	Multidrug ABC transporter ATPase and permease	BN934_01362	Lactobacillus rhamnosus	542
A0A171J8X1	A0A171J8X1_LACRH	unreviewed	Transcriptional regulator	BN934_02153	Lactobacillus rhamnosus	483
A0A171J755	A0A171J755_LACRH	unreviewed	Pyruvate oxidase	spxB BN934_01529	Lactobacillus rhamnosus	586
A0A171JAQ6	A0A171JAQ6_LACRH	unreviewed	Phage-related tail-host specificity protein	BN934_02795	Lactobacillus rhamnosus	984
A0A171J6V4	A0A171J6V4_LACRH	unreviewed	DNA polymerase III, gamma/tau subunit	BN934_01427	Lactobacillus rhamnosus	118
A0A171J8T3	A0A171J8T3_LACRH	unreviewed	RNA polymerase sigma factor SigA	sigA BN934_02115	Lactobacillus rhamnosus	416
A0A171J501	A0A171J501_LACRH	unreviewed	Integral membrane protein	BN934_00766	Lactobacillus rhamnosus	201
A0A171J7J8	A0A171J7J8_LACRH	unreviewed	Uncharacterized protein	BN934_01672	Lactobacillus rhamnosus	593
A0A171J8U6	A0A171J8U6_LACRH	unreviewed	Mevalonate kinase	mvaK BN934_02128	Lactobacillus rhamnosus	311
A0A171J567	A0A171J567_LACRH	unreviewed	Transporter RND superfamily protein	BN934_00832	Lactobacillus rhamnosus	355
A0A171J5J1	A0A171J5J1_LACRH	unreviewed	Transporter major facilitator superfamily MFS_1	BN934_00957	Lactobacillus rhamnosus	429
A0A171J6Z1	A0A171J6Z1_LACRH	unreviewed	GMP synthase-Glutamine amidotransferase domain protein	BN934_01464	Lactobacillus rhamnosus	206
A0A171J8T7	A0A171J8T7_LACRH	unreviewed	ABC transporter ATP-binding protein	BN934_02119	Lactobacillus rhamnosus	501
A0A171J3X0	A0A171J3X0_LACRH	unreviewed	PTS system galactitol-specific transporter subunit IIA	gatA_1 BN934_00384	Lactobacillus rhamnosus	157
A0A171J5D1	A0A171J5D1_LACRH	unreviewed	Transporter major facilitator superfamily MFS_1, EmrB/QacA family protein	ydiC BN934_00897	Lactobacillus rhamnosus	473
A0A171J5L0	A0A171J5L0_LACRH	unreviewed	Asparaginase	asnA BN934_00976	Lactobacillus rhamnosus	320
A0A171J8T6	A0A171J8T6_LACRH	unreviewed	ABC transporter ATP-binding protein	BN934_02118	Lactobacillus rhamnosus	570
A0A171J4L2	A0A171J4L2_LACRH	unreviewed	Uncharacterized protein	BN934_00627	Lactobacillus rhamnosus	73
A0A171J5S1	A0A171J5S1_LACRH	unreviewed	Uncharacterized protein	BN934_01037	Lactobacillus rhamnosus	339
A0A171J569	A0A171J569_LACRH	unreviewed	Uncharacterized protein	BN934_00834	Lactobacillus rhamnosus	258
A0A171J8U2	A0A171J8U2_LACRH	unreviewed	tRNA and rRNA cytosine-C5-methylase	Sun2 BN934_02124	Lactobacillus rhamnosus	443
A0A171J409	A0A171J409_LACRH	unreviewed	Inosine/uridine-preferring nucleoside hydrolase	BN934_00423	Lactobacillus rhamnosus	311
A0A171J2Z6	A0A171J2Z6_LACRH	unreviewed	Extracellular protein	BN934_00056	Lactobacillus rhamnosus	166
A0A171J3X3	A0A171J3X3_LACRH	unreviewed	Uncharacterized protein	BN934_00387	Lactobacillus rhamnosus	86
A0A171J8N5	A0A171J8N5_LACRH	unreviewed	Uncharacterized protein	BN934_02066	Lactobacillus rhamnosus	336
A0A171J6K2	A0A171J6K2_LACRH	unreviewed	Uncharacterized protein	BN934_01325	Lactobacillus rhamnosus	241
A0A171J9W5	A0A171J9W5_LACRH	unreviewed	Uncharacterized protein	BN934_02499	Lactobacillus rhamnosus	357
A0A171JAR0	A0A171JAR0_LACRH	unreviewed	Phage-related major tail protein	BN934_02799	Lactobacillus rhamnosus	202
A0A171J866	A0A171J866_LACRH	unreviewed	Small secreted protein	BN934_01896	Lactobacillus rhamnosus	112
A0A171J341	A0A171J341_LACRH	unreviewed	Alpha/beta hydrolase	ybcH BN934_00101	Lactobacillus rhamnosus	310
A0A171J9E0	A0A171J9E0_LACRH	unreviewed	5-bromo-4-chloroindolyl phosphate hydrolysis protein	BN934_02322	Lactobacillus rhamnosus	220
A0A171J6H1	A0A171J6H1_LACRH	unreviewed	Prebacteriocin	BN934_01294	Lactobacillus rhamnosus	113
A0A171J780	A0A171J780_LACRH	unreviewed	Cellulose synthase catalytic subunit	BN934_01554	Lactobacillus rhamnosus	351
A0A171J7T3	A0A171J7T3_LACRH	unreviewed	[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22)	citC BN934_01758	Lactobacillus rhamnosus	334
A0A171J8Y3	A0A171J8Y3_LACRH	unreviewed	Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase)	pyrB BN934_02165	Lactobacillus rhamnosus	313
A0A171J586	A0A171J586_LACRH	unreviewed	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding	hprA BN934_00852	Lactobacillus rhamnosus	325
A0A171J4A6	A0A171J4A6_LACRH	unreviewed	ADP-ribosylglycohydrolase	BN934_00521	Lactobacillus rhamnosus	312
A0A171J3J5	A0A171J3J5_LACRH	unreviewed	Cystathionine gamma-synthase	metC BN934_00258	Lactobacillus rhamnosus	378
A0A171J4K7	A0A171J4K7_LACRH	unreviewed	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA BN934_00622	Lactobacillus rhamnosus	396
A0A171J5J7	A0A171J5J7_LACRH	unreviewed	Glycerophosphoryl diester phosphodiesterase	glpQ BN934_00963	Lactobacillus rhamnosus	232
A0A171J6P7	A0A171J6P7_LACRH	unreviewed	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase)	cysS BN934_01370	Lactobacillus rhamnosus	468
A0A171JAL7	A0A171JAL7_LACRH	unreviewed	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase)	guaC BN934_02754	Lactobacillus rhamnosus	329
A0A171J388	A0A171J388_LACRH	unreviewed	Glycosyl transferase, group 2	gtrB_1 BN934_00151	Lactobacillus rhamnosus	325
A0A171J9L0	A0A171J9L0_LACRH	unreviewed	Histidinol-phosphatase (EC 3.1.3.15)	hisK BN934_02392	Lactobacillus rhamnosus	270
A0A171J4S8	A0A171J4S8_LACRH	unreviewed	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7)	dapF BN934_00693	Lactobacillus rhamnosus	335
A0A171J3V5	A0A171J3V5_LACRH	unreviewed	HAD superfamily hydrolase	pgm_1 BN934_00369	Lactobacillus rhamnosus	226
A0A171JA22	A0A171JA22_LACRH	unreviewed	Phosphomevalonate kinase	BN934_02556	Lactobacillus rhamnosus	357
A0A171J656	A0A171J656_LACRH	unreviewed	Glutamate synthase large subunit	gltB BN934_01173	Lactobacillus rhamnosus	1488
A0A171J8K7	A0A171J8K7_LACRH	unreviewed	Isoprenyl transferase (EC 2.5.1.-)	BN934_02038	Lactobacillus rhamnosus	250
A0A171J9J8	A0A171J9J8_LACRH	unreviewed	Acetyltransferase	BN934_02380	Lactobacillus rhamnosus	287
A0A171J3M6	A0A171J3M6_LACRH	unreviewed	Beta-lactamase class C-like penicillin binding protein	BN934_00290	Lactobacillus rhamnosus	337
A0A171J3C4	A0A171J3C4_LACRH	unreviewed	Aldose 1-epimerase	galM BN934_00187	Lactobacillus rhamnosus	336
A0A171J5J9	A0A171J5J9_LACRH	unreviewed	Amidase	BN934_00965	Lactobacillus rhamnosus	186
A0A171J5E4	A0A171J5E4_LACRH	unreviewed	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG BN934_00910	Lactobacillus rhamnosus	406
A0A171J6U6	A0A171J6U6_LACRH	unreviewed	LacI family transcriptional regulator	prtR1 BN934_01419	Lactobacillus rhamnosus	311
A0A171J396	A0A171J396_LACRH	unreviewed	Beta-glucosidase (GH3)	bglX BN934_00159	Lactobacillus rhamnosus	795
A0A171J4C6	A0A171J4C6_LACRH	unreviewed	Xylose isomerase domain-containing protein	iolI BN934_00541	Lactobacillus rhamnosus	295
A0A171J4V5	A0A171J4V5_LACRH	unreviewed	PTS system transporter subunit IICB	frvB_2 BN934_00720	Lactobacillus rhamnosus	497
A0A171J308	A0A171J308_LACRH	unreviewed	D-alanine--poly(phosphoribitol) ligase subunit 1 (EC 6.1.1.13) (D-alanine-D-alanyl carrier protein ligase) (D-alanine-activating enzyme)	dltA BN934_00068	Lactobacillus rhamnosus	506
A0A171J4U3	A0A171J4U3_LACRH	unreviewed	Uncharacterized protein	BN934_00708	Lactobacillus rhamnosus	38
A0A171J5X0	A0A171J5X0_LACRH	unreviewed	ABC transporter ATPase/permease	BN934_01086	Lactobacillus rhamnosus	533
A0A171J886	A0A171J886_LACRH	unreviewed	Phosphoglycerate mutase	BN934_01916	Lactobacillus rhamnosus	191
A0A171J9C8	A0A171J9C8_LACRH	unreviewed	Diacylglycerol kinase family protein	BN934_02310	Lactobacillus rhamnosus	316
A0A171J5I3	A0A171J5I3_LACRH	unreviewed	Uncharacterized protein	BN934_00949	Lactobacillus rhamnosus	101
A0A171J5P5	A0A171J5P5_LACRH	unreviewed	XRE family transcriptional regulator	BN934_01011	Lactobacillus rhamnosus	288
A0A171J5X3	A0A171J5X3_LACRH	unreviewed	ABC transporter ATP-binding protein	drrA BN934_01090	Lactobacillus rhamnosus	252
A0A171J4X7	A0A171J4X7_LACRH	unreviewed	Uncharacterized protein	BN934_00742	Lactobacillus rhamnosus	110
A0A171J5H5	A0A171J5H5_LACRH	unreviewed	Drug efflux ABC transporter ATPase/permease	BN934_00941	Lactobacillus rhamnosus	537
A0A171J3P0	A0A171J3P0_LACRH	unreviewed	XRE family transcriptional regulator	BN934_00304	Lactobacillus rhamnosus	290
A0A171J9A8	A0A171J9A8_LACRH	unreviewed	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase)	coaD BN934_02290	Lactobacillus rhamnosus	167
A0A171J5L2	A0A171J5L2_LACRH	unreviewed	Uncharacterized protein	BN934_00978	Lactobacillus rhamnosus	88
A0A171J9F8	A0A171J9F8_LACRH	unreviewed	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	mraW rsmH BN934_02340	Lactobacillus rhamnosus	313
A0A171J8R0	A0A171J8R0_LACRH	unreviewed	ABC transporter ATP-binding protein	mppX_2 BN934_02092	Lactobacillus rhamnosus	291
A0A171JAS0	A0A171JAS0_LACRH	unreviewed	Phage-related terminase large subunit	BN934_02809	Lactobacillus rhamnosus	570
A0A171J9R1	A0A171J9R1_LACRH	unreviewed	Thymidine kinase (EC 2.7.1.21)	tdk BN934_02443	Lactobacillus rhamnosus	218
A0A171JAR6	A0A171JAR6_LACRH	unreviewed	Phage-related major head protein	BN934_02805	Lactobacillus rhamnosus	400
A0A171J7E8	A0A171J7E8_LACRH	unreviewed	Uncharacterized protein	BN934_01622	Lactobacillus rhamnosus	61
A0A171J8N9	A0A171J8N9_LACRH	unreviewed	Cell surface protein	BN934_02070	Lactobacillus rhamnosus	572
A0A171J385	A0A171J385_LACRH	unreviewed	MutT/nudix family phosphohydrolase	BN934_00148	Lactobacillus rhamnosus	67
A0A171J3A7	A0A171J3A7_LACRH	unreviewed	Uncharacterized protein	BN934_00170	Lactobacillus rhamnosus	47
A0A171J4G0	A0A171J4G0_LACRH	unreviewed	Uncharacterized protein	BN934_00575	Lactobacillus rhamnosus	304
A0A171J383	A0A171J383_LACRH	unreviewed	Two-component response regulator	phoP1 BN934_00146	Lactobacillus rhamnosus	231
A0A171J7N8	A0A171J7N8_LACRH	unreviewed	Uncharacterized protein	BN934_01713	Lactobacillus rhamnosus	46
A0A171J3D9	A0A171J3D9_LACRH	unreviewed	Mismatch repair ATPase	BN934_00202	Lactobacillus rhamnosus	558
A0A171J9B9	A0A171J9B9_LACRH	unreviewed	Acetoin dehydrogenase complex, E1 component, beta subunit	BN934_02301	Lactobacillus rhamnosus	325
A0A171J479	A0A171J479_LACRH	unreviewed	Uncharacterized protein	BN934_00493	Lactobacillus rhamnosus	216
A0A171J6Z0	A0A171J6Z0_LACRH	unreviewed	Uncharacterized protein	BN934_01463	Lactobacillus rhamnosus	249
A0A171J8A7	A0A171J8A7_LACRH	unreviewed	UPF0348 protein BN934_01937	BN934_01937	Lactobacillus rhamnosus	378
A0A171J9V5	A0A171J9V5_LACRH	unreviewed	Uncharacterized protein	BN934_02489	Lactobacillus rhamnosus	292
A0A171JA30	A0A171JA30_LACRH	unreviewed	Acetyltransferase	wecD_9 BN934_02564	Lactobacillus rhamnosus	71
A0A171JAA8	A0A171JAA8_LACRH	unreviewed	Type II secretory pathway/competence component,AtPase	comGA BN934_02644	Lactobacillus rhamnosus	289
A0A171J3T2	A0A171J3T2_LACRH	unreviewed	PTS system lactose/cellobiose-specific transporter subunit IIB	rmpB BN934_00346	Lactobacillus rhamnosus	97
A0A171J8P2	A0A171J8P2_LACRH	unreviewed	Glycosyl transferase group 1	yohH_3 BN934_02073	Lactobacillus rhamnosus	538
A0A171J6I5	A0A171J6I5_LACRH	unreviewed	Bacteriocin processing peptidase/ bacteriocin export ABC transporter	comA BN934_01308	Lactobacillus rhamnosus	730
A0A171J9V9	A0A171J9V9_LACRH	unreviewed	Prophage P1 protein 39, portal protein	BN934_02493	Lactobacillus rhamnosus	504
A0A171JAF0	A0A171JAF0_LACRH	unreviewed	Neopullulanase	nplT BN934_02686	Lactobacillus rhamnosus	583
A0A171J774	A0A171J774_LACRH	unreviewed	Diguanylate cyclase	BN934_01548	Lactobacillus rhamnosus	397
A0A171JAR3	A0A171JAR3_LACRH	unreviewed	Phage-related head-tail joining protein	BN934_02802	Lactobacillus rhamnosus	109
A0A171J7J6	A0A171J7J6_LACRH	unreviewed	Putative integral membrane protein	BN934_01670	Lactobacillus rhamnosus	495
A0A171J9Y6	A0A171J9Y6_LACRH	unreviewed	Prophage P2a protein 14	BN934_02520	Lactobacillus rhamnosus	61
A0A171J338	A0A171J338_LACRH	unreviewed	Uncharacterized protein	BN934_00098	Lactobacillus rhamnosus	253
A0A171J4L5	A0A171J4L5_LACRH	unreviewed	Extracellular protein	BN934_00630	Lactobacillus rhamnosus	124
A0A171J303	A0A171J303_LACRH	unreviewed	Glutamate racemase (EC 5.1.1.-) (EC 5.1.1.3)	murI BN934_00063	Lactobacillus rhamnosus	484
A0A171J321	A0A171J321_LACRH	unreviewed	Phosphoesterase, DHH family protein	BN934_00081	Lactobacillus rhamnosus	318
